power_on_hours,temperature,reallocated_sectors_count,reported_uncorrectable_errors,spin_retry_count,seek_error_rate,udma_crc_error_count,prediction,serial_number,timestamp
1166.81,30.14,2.95,2.04,0.96,7.87,1.02,0.0,SN346724,2025-06-12 02:16:11
15234.55,24.83,0.97,1.0,0.96,7.18,1.02,0.0,SN116358,2025-07-04 02:16:11
19392.95,57.53,26.99,34.67,11.06,5113.07,57.03,1.0,SN618260,2025-07-23 02:16:11
45155.48,59.24,184.78,13.44,15.29,56167.29,78.09,1.0,SN977963,2025-07-28 02:16:11
39329.49,63.06,132.6,36.88,11.52,50129.57,25.69,1.04,SN948953,2025-06-12 02:16:11
30543.6,49.67,118.95,32.17,14.89,34766.23,38.65,1.04,SN637410,2025-06-17 02:16:11
40825.63,63.12,16.21,6.2,8.1,100480.21,51.41,0.98,SN945195,2025-06-08 02:16:11
6293.72,23.82,0.0,0.0,0.0,4.86,0.0,0.0,SN473266,2025-07-06 02:16:11
12762.14,30.87,2.05,0.0,0.0,0.0,0.98,0.0,SN387271,2025-07-02 02:16:11
60026.57,53.47,70.27,13.98,15.96,95982.21,68.23,0.98,SN355623,2025-07-10 02:16:11
17710.9,36.71,3.01,1.91,0.99,1.04,1.05,0.0,SN179882,2025-07-29 02:16:11
4293.89,39.24,2.9,1.97,0.0,0.97,0.0,0.0,SN884957,2025-06-02 02:16:11
22354.55,38.67,64.97,8.57,4.92,59912.84,39.14,1.04,SN858786,2025-07-17 02:16:11
29182.02,46.37,146.32,25.04,17.74,97273.29,57.06,1.05,SN598012,2025-07-11 02:16:11
17104.3,29.54,0.0,1.04,1.04,4.0,0.99,0.0,SN681360,2025-06-09 02:16:11
17506.84,36.66,0.0,2.07,1.02,3.89,0.0,0.0,SN154753,2025-07-03 02:16:11
25816.65,66.99,19.91,30.78,6.87,64265.55,34.58,1.01,SN655316,2025-06-21 02:16:11
11454.99,31.74,2.04,1.95,0.99,6.04,1.0,0.0,SN477886,2025-07-01 02:16:11
1308.28,32.94,3.87,0.97,0.0,4.95,0.99,0.0,SN827021,2025-06-21 02:16:11
37234.74,58.28,179.88,40.64,12.98,9638.86,80.24,1.02,SN209953,2025-07-13 02:16:11
50072.64,51.61,186.65,16.79,10.23,69040.75,91.26,0.96,SN489631,2025-07-16 02:16:11
8004.24,38.79,2.08,1.03,0.0,7.81,0.98,0.0,SN187054,2025-07-29 02:16:11
22092.3,61.74,181.01,15.44,16.19,20680.16,97.26,0.98,SN374097,2025-07-10 02:16:11
30175.47,54.39,172.08,36.71,9.61,44700.02,40.51,0.98,SN874098,2025-06-08 02:16:11
6622.62,39.09,1.0,0.0,0.0,0.0,1.03,0.0,SN754450,2025-07-07 02:16:11
20703.07,67.15,42.26,5.06,2.1,26764.33,68.84,1.04,SN917684,2025-06-16 02:16:11
12875.38,33.84,0.0,0.0,0.0,1.91,1.03,0.0,SN947505,2025-06-04 02:16:11
45794.79,61.01,68.31,32.86,17.06,79554.16,100.73,0.99,SN609539,2025-07-23 02:16:11
12747.88,25.7,0.97,0.0,1.04,7.26,1.04,0.0,SN423464,2025-07-26 02:16:11
19467.28,35.95,3.89,2.06,0.0,3.96,0.0,0.0,SN894457,2025-06-20 02:16:11
17775.44,37.23,0.0,1.99,0.0,0.99,0.97,0.0,SN263361,2025-06-30 02:16:11
46701.52,47.93,138.2,48.86,10.84,50162.17,44.65,1.04,SN480794,2025-06-01 02:16:11
20692.49,48.44,137.4,39.89,13.62,30384.27,72.88,0.96,SN605572,2025-06-19 02:16:11
33873.0,65.5,56.34,49.72,17.12,38919.95,66.67,1.01,SN495418,2025-07-30 02:16:11
6737.41,34.29,0.95,1.02,0.96,1.0,0.0,0.0,SN379054,2025-07-12 02:16:11
25637.67,54.04,96.62,38.98,11.52,1316.93,35.11,1.03,SN838693,2025-06-05 02:16:11
22115.76,54.72,131.32,43.13,11.3,69380.46,40.41,1.04,SN361616,2025-07-13 02:16:11
31389.24,52.2,49.98,35.77,17.83,18838.29,19.86,1.04,SN997964,2025-06-11 02:16:11
10434.74,36.48,0.95,0.0,0.0,3.81,0.96,0.0,SN904696,2025-07-20 02:16:11
45448.75,47.13,116.37,22.42,18.04,13933.06,89.44,0.95,SN226304,2025-07-30 02:16:11
16236.31,33.46,0.0,1.93,0.0,7.64,0.98,0.0,SN404585,2025-07-09 02:16:11
1355.84,37.36,2.02,2.0,0.0,2.89,1.02,0.0,SN746747,2025-07-09 02:16:11
45778.31,50.86,88.59,45.35,17.53,81151.69,52.41,1.02,SN146419,2025-06-26 02:16:11
5197.76,35.66,2.03,0.0,0.0,7.82,1.02,0.0,SN765045,2025-06-10 02:16:11
2228.76,24.24,0.97,0.96,0.96,2.02,0.0,0.0,SN488543,2025-06-18 02:16:11
19003.87,38.53,3.0,0.96,0.98,4.14,1.0,0.0,SN858843,2025-06-16 02:16:11
25331.34,63.5,123.64,20.61,17.81,42853.3,87.36,1.03,SN821204,2025-06-15 02:16:11
48660.24,64.21,68.17,13.99,12.53,11868.94,98.61,1.03,SN413275,2025-06-24 02:16:11
34888.76,44.78,185.15,18.7,13.02,66713.75,27.18,1.02,SN422981,2025-07-24 02:16:11
2050.48,40.89,1.98,1.04,0.0,5.0,0.0,0.0,SN540247,2025-07-31 02:16:11
21794.7,45.09,78.76,26.45,15.85,65773.67,67.84,1.03,SN653063,2025-07-25 02:16:11
8124.24,34.76,0.95,0.0,0.99,0.0,0.0,0.0,SN995218,2025-07-21 02:16:11
31335.45,63.5,88.28,13.54,3.07,10297.94,33.46,1.04,SN442503,2025-06-10 02:16:11
12637.04,24.35,1.02,2.07,0.96,3.14,0.0,0.0,SN496334,2025-07-06 02:16:11
8842.04,26.94,2.04,0.0,0.0,4.77,0.99,0.0,SN611084,2025-06-11 02:16:11
51621.94,51.04,120.69,44.34,18.75,16956.04,21.31,0.99,SN212250,2025-06-16 02:16:11
2713.08,25.28,0.0,0.0,0.98,7.24,0.0,0.0,SN799403,2025-06-08 02:16:11
40994.09,46.8,71.21,44.22,7.19,70687.6,73.76,1.04,SN105898,2025-07-31 02:16:11
9751.35,32.37,1.03,0.98,0.0,2.86,0.0,0.0,SN543711,2025-06-16 02:16:11
31827.05,48.77,146.79,47.22,17.83,955.41,81.07,0.98,SN631388,2025-06-25 02:16:11
3073.58,34.96,0.0,0.0,0.96,0.0,0.0,0.0,SN506028,2025-06-10 02:16:11
3911.8,28.29,3.07,1.04,1.02,6.76,0.97,0.0,SN460224,2025-06-30 02:16:11
16057.16,35.45,0.97,1.04,0.0,3.01,0.0,0.0,SN823595,2025-06-13 02:16:11
24146.07,45.52,64.06,10.47,10.7,101844.27,62.72,1.02,SN454701,2025-06-12 02:16:11
8199.9,33.76,3.81,0.0,0.0,8.33,0.0,0.0,SN862683,2025-06-12 02:16:11
4133.48,32.58,1.91,0.96,0.0,3.89,0.0,0.0,SN672320,2025-06-29 02:16:11
24371.03,59.1,37.85,35.14,17.84,80139.41,16.36,1.03,SN356745,2025-06-09 02:16:11
24557.42,70.4,51.28,14.52,13.15,45337.67,85.12,1.04,SN234929,2025-06-06 02:16:11
1576.61,26.05,0.0,1.04,1.03,9.06,0.0,0.0,SN551300,2025-07-16 02:16:11
39696.98,67.64,69.51,41.68,12.74,85579.53,47.86,1.01,SN941956,2025-07-18 02:16:11
9216.51,35.6,2.93,2.02,0.0,3.9,0.0,0.0,SN704364,2025-06-21 02:16:11
9171.79,27.37,3.83,0.0,0.0,4.84,0.0,0.0,SN999369,2025-07-23 02:16:11
12370.93,33.14,2.06,2.1,1.02,6.02,0.96,0.0,SN333875,2025-07-18 02:16:11
54420.66,40.17,102.2,46.86,3.94,74654.36,36.42,1.05,SN684653,2025-06-20 02:16:11
10691.43,28.78,3.12,2.02,0.0,3.82,0.0,0.0,SN398793,2025-06-10 02:16:11
4492.96,35.2,4.12,0.99,0.96,5.19,0.0,0.0,SN757484,2025-06-11 02:16:11
24591.87,58.87,22.32,17.28,17.26,50124.56,36.0,0.98,SN989295,2025-06-30 02:16:11
15143.69,28.93,3.92,0.0,0.0,8.28,0.0,0.0,SN980032,2025-06-12 02:16:11
1968.63,34.56,0.0,1.97,0.0,0.0,1.04,0.0,SN604804,2025-06-19 02:16:11
38492.56,42.58,69.21,39.27,2.97,33539.22,64.69,1.04,SN612187,2025-07-21 02:16:11
16677.1,36.75,0.0,0.98,0.98,6.81,0.0,0.0,SN336559,2025-07-03 02:16:11
8235.45,26.54,4.04,0.0,0.0,9.25,1.02,0.0,SN842713,2025-07-08 02:16:11
37227.89,44.22,119.52,36.29,18.93,50238.82,30.34,1.05,SN605495,2025-06-10 02:16:11
9094.77,23.84,3.95,1.92,0.0,9.35,0.0,0.0,SN477665,2025-06-27 02:16:11
30770.87,58.04,16.45,49.13,9.18,83940.01,87.15,0.99,SN891036,2025-07-23 02:16:11
21678.47,61.71,191.73,35.27,16.41,2994.96,22.48,1.02,SN737597,2025-06-09 02:16:11
54088.4,64.52,141.93,30.36,12.36,98263.7,32.68,1.03,SN904458,2025-07-26 02:16:11
28930.47,63.89,26.41,23.72,8.19,98714.4,94.41,0.99,SN580745,2025-07-28 02:16:11
28719.07,45.97,167.48,30.57,16.78,33480.65,9.62,0.95,SN749811,2025-07-22 02:16:11
43431.96,61.76,67.91,25.0,14.64,20705.89,94.14,1.0,SN619916,2025-07-01 02:16:11
19882.27,37.76,1.0,0.98,1.02,6.69,1.01,0.0,SN463986,2025-06-25 02:16:11
1838.1,34.27,2.0,2.05,0.98,7.99,0.0,0.0,SN842737,2025-07-06 02:16:11
14615.61,34.17,3.82,2.05,0.97,8.05,0.0,0.0,SN610188,2025-06-20 02:16:11
35705.98,45.31,160.99,29.91,18.82,84613.46,72.19,1.05,SN753948,2025-06-29 02:16:11
12582.52,30.58,0.0,0.99,1.02,7.69,0.0,0.0,SN710886,2025-06-08 02:16:11
5617.74,32.33,1.01,1.99,0.99,1.97,1.05,0.0,SN659288,2025-07-09 02:16:11
6425.16,26.06,2.88,0.0,0.0,0.0,1.03,0.0,SN643976,2025-06-18 02:16:11
10883.61,31.49,3.82,1.01,1.05,3.01,1.0,0.0,SN933581,2025-06-01 02:16:11
14882.52,38.31,0.0,0.0,0.99,7.73,0.0,0.0,SN618090,2025-07-03 02:16:11
41941.07,46.18,62.36,21.5,5.92,11975.79,58.24,0.99,SN780990,2025-07-29 02:16:11
12957.45,27.12,2.07,0.0,0.0,8.78,1.01,0.0,SN672187,2025-07-14 02:16:11
37665.82,64.7,14.34,5.89,3.86,72598.06,41.82,0.97,SN858304,2025-06-08 02:16:11
15283.02,37.77,3.92,0.0,0.0,6.23,1.04,0.0,SN543033,2025-06-13 02:16:11
8258.41,28.99,0.0,1.01,0.95,4.06,0.0,0.0,SN110366,2025-07-12 02:16:11
9729.43,36.13,2.93,0.97,0.0,8.79,0.95,0.0,SN845268,2025-06-30 02:16:11
3870.82,27.43,2.08,0.0,1.05,4.04,1.03,0.0,SN727016,2025-06-22 02:16:11
55286.14,68.01,139.26,17.42,11.98,9617.3,69.83,1.04,SN416283,2025-07-21 02:16:11
20761.27,60.68,72.36,42.85,5.21,16340.11,96.38,1.05,SN577452,2025-06-06 02:16:11
2977.63,27.73,4.11,1.01,0.0,7.77,0.95,0.0,SN411316,2025-07-20 02:16:11
8912.7,37.97,1.92,0.0,0.0,5.93,0.98,0.0,SN120182,2025-07-19 02:16:11
38432.57,66.1,143.55,14.88,14.55,5928.91,61.12,0.96,SN128507,2025-06-14 02:16:11
7196.1,29.11,2.94,0.99,0.0,9.2,1.02,0.0,SN863380,2025-06-17 02:16:11
10884.02,29.63,3.1,1.93,0.99,6.69,0.96,0.0,SN354636,2025-07-22 02:16:11
12300.23,25.89,1.94,2.08,0.97,8.01,0.0,0.0,SN416101,2025-07-05 02:16:11
42387.43,47.16,179.61,13.5,9.92,16733.63,64.47,0.97,SN690723,2025-06-22 02:16:11
41534.48,62.4,196.47,7.32,3.91,500.97,57.41,1.04,SN302505,2025-06-30 02:16:11
9586.13,25.19,1.93,1.02,1.04,3.01,0.0,0.0,SN772706,2025-07-12 02:16:11
18252.31,29.38,4.03,1.02,0.0,4.13,0.96,0.0,SN775389,2025-07-01 02:16:11
56677.82,65.05,173.19,13.15,15.32,59221.73,85.04,0.96,SN884543,2025-06-29 02:16:11
52811.33,59.55,187.2,11.55,19.25,11563.83,12.76,0.98,SN827904,2025-07-15 02:16:11
9093.12,34.79,1.04,1.04,0.0,6.28,0.0,0.0,SN259313,2025-07-04 02:16:11
44610.51,56.86,102.86,34.01,10.7,13000.27,21.72,1.04,SN128549,2025-06-29 02:16:11
32174.91,49.27,71.52,46.04,4.77,68365.95,50.26,0.95,SN821536,2025-06-27 02:16:11
31917.65,62.34,191.14,47.93,2.98,46654.45,25.5,1.03,SN131916,2025-07-04 02:16:11
52634.06,44.77,56.21,19.89,9.23,87658.8,41.0,1.05,SN656225,2025-07-14 02:16:11
15623.67,27.85,1.04,0.0,1.02,7.78,0.96,0.0,SN543008,2025-07-11 02:16:11
18161.31,32.18,3.94,0.0,0.0,6.92,0.0,0.0,SN399048,2025-06-01 02:16:11
6542.11,32.04,4.17,1.98,1.03,7.25,0.0,0.0,SN555885,2025-06-22 02:16:11
41579.79,41.1,85.15,31.01,7.74,1581.06,10.67,1.0,SN794240,2025-07-04 02:16:11
22358.66,42.31,38.0,27.63,13.62,53258.68,77.72,0.97,SN602095,2025-07-30 02:16:11
8268.03,38.65,2.03,0.99,0.0,7.63,1.05,0.0,SN120410,2025-07-21 02:16:11
30509.95,70.36,140.79,24.96,13.8,32029.7,12.69,1.03,SN176415,2025-06-01 02:16:11
10049.73,24.83,3.01,0.98,0.0,3.11,0.0,0.0,SN838901,2025-06-04 02:16:11
14216.46,28.94,0.0,2.01,0.0,1.0,0.0,0.0,SN584134,2025-06-05 02:16:11
45209.13,69.06,47.65,8.55,17.92,62440.32,59.85,1.02,SN580854,2025-06-20 02:16:11
40941.24,51.1,14.68,16.18,17.39,20688.22,91.79,0.98,SN786287,2025-07-23 02:16:11
31034.7,50.4,102.35,40.42,18.09,5759.9,5.06,0.99,SN165531,2025-06-01 02:16:11
38249.09,59.54,88.25,40.46,13.78,44377.79,44.49,1.02,SN381013,2025-07-06 02:16:11
6174.05,28.55,2.9,0.0,0.0,5.93,1.0,0.0,SN607193,2025-07-01 02:16:11
52101.03,59.37,178.79,22.75,7.2,90580.83,86.56,1.05,SN687322,2025-07-26 02:16:11
33329.14,49.77,33.64,27.59,15.36,31964.69,94.97,1.02,SN337090,2025-07-15 02:16:11
10739.25,38.11,3.05,0.96,0.0,3.88,0.0,0.0,SN196667,2025-07-30 02:16:11
2345.99,40.42,3.87,1.93,1.05,2.01,0.0,0.0,SN702993,2025-07-27 02:16:11
20239.34,65.66,43.91,4.93,2.08,27275.67,64.76,1.03,SN806764,2025-07-07 02:16:11
27052.29,44.05,44.95,42.35,5.05,30807.48,90.19,0.98,SN247287,2025-06-03 02:16:11
14940.17,34.75,1.03,0.97,0.0,3.1,0.0,0.0,SN291098,2025-07-28 02:16:11
48630.14,48.8,85.45,15.4,15.45,69872.76,89.41,0.97,SN232736,2025-07-25 02:16:11
17820.88,31.18,0.0,1.91,0.0,8.18,0.95,0.0,SN544128,2025-07-05 02:16:11
5096.36,30.16,0.95,0.0,0.0,8.89,0.0,0.0,SN611865,2025-07-09 02:16:11
40093.64,46.83,105.21,34.83,3.08,64564.93,31.37,1.02,SN498484,2025-07-29 02:16:11
49996.6,40.63,57.96,33.3,17.13,60452.63,53.62,0.96,SN814026,2025-07-14 02:16:11
29943.14,39.71,127.95,35.56,4.03,50602.5,63.88,1.04,SN896381,2025-06-16 02:16:11
1562.37,26.45,0.96,0.95,1.01,4.77,0.0,0.0,SN277407,2025-06-28 02:16:11
46740.33,61.5,64.54,33.04,17.29,80255.02,98.09,0.96,SN696199,2025-07-22 02:16:11
19159.62,28.82,2.91,2.02,1.05,3.96,1.0,0.0,SN666468,2025-06-11 02:16:11
47028.65,48.25,192.24,29.96,1.91,69525.55,91.6,0.98,SN571881,2025-07-02 02:16:11
44539.21,50.47,193.1,31.35,2.0,68581.39,91.89,1.02,SN503230,2025-06-11 02:16:11
49207.47,48.56,181.1,37.29,3.93,46391.44,54.74,0.98,SN310740,2025-06-09 02:16:11
10451.52,32.61,0.0,0.0,0.97,1.04,1.0,0.0,SN133395,2025-06-11 02:16:11
4663.97,31.17,2.85,2.01,0.0,8.75,1.0,0.0,SN578102,2025-06-19 02:16:11
11387.83,25.5,3.0,0.0,0.0,9.03,1.03,0.0,SN176942,2025-06-21 02:16:11
1155.77,26.9,0.0,2.03,1.0,6.79,0.98,0.0,SN880796,2025-06-17 02:16:11
17396.86,24.6,3.07,0.95,0.0,7.12,1.02,0.0,SN344640,2025-07-24 02:16:11
38252.08,44.97,161.42,31.27,17.36,86663.51,67.28,1.01,SN393881,2025-06-26 02:16:11
47775.42,60.83,178.76,7.85,19.38,15183.18,86.52,0.98,SN553445,2025-06-01 02:16:11
24421.17,53.3,146.94,43.92,17.73,14742.83,70.32,1.03,SN240892,2025-07-16 02:16:11
11300.06,25.86,4.11,0.96,0.97,0.0,1.05,0.0,SN426715,2025-07-08 02:16:11
50439.32,53.83,44.04,28.84,7.31,42420.09,78.99,1.01,SN328302,2025-06-03 02:16:11
48197.78,47.03,191.52,14.74,4.06,39526.26,26.96,0.96,SN572858,2025-06-12 02:16:11
8560.16,33.98,0.0,0.0,1.01,3.92,0.0,0.0,SN692616,2025-06-30 02:16:11
45678.7,41.74,88.72,34.21,8.29,37993.95,63.44,0.99,SN279445,2025-07-26 02:16:11
48327.73,63.84,89.63,11.45,9.31,39242.92,61.36,0.98,SN216508,2025-07-13 02:16:11
21417.26,63.76,179.94,42.48,5.09,57138.0,71.53,1.03,SN786813,2025-07-21 02:16:11
13158.89,31.08,0.96,0.0,1.01,0.99,0.0,0.0,SN622944,2025-07-02 02:16:11
23742.57,70.49,11.5,15.56,7.18,47343.47,48.67,1.04,SN797304,2025-06-10 02:16:11
9513.29,29.91,1.94,0.0,0.99,2.02,0.0,0.0,SN647894,2025-06-08 02:16:11
19764.49,29.53,0.99,0.96,1.0,1.95,1.0,0.0,SN593924,2025-06-21 02:16:11
58086.41,39.47,46.27,31.86,16.34,98947.09,56.57,0.96,SN166782,2025-07-21 02:16:11
9210.84,34.98,0.0,1.95,1.02,2.88,0.98,0.0,SN842655,2025-07-19 02:16:11
11572.0,36.99,1.94,1.03,0.97,3.14,1.03,0.0,SN351307,2025-07-25 02:16:11
24756.06,46.63,161.76,24.05,13.98,20506.07,16.88,1.03,SN158562,2025-07-08 02:16:11
9928.44,32.96,1.02,0.99,0.0,2.88,0.0,0.0,SN721391,2025-06-21 02:16:11
14131.9,39.66,0.0,0.0,0.99,7.99,0.0,0.0,SN871946,2025-06-05 02:16:11
58516.13,72.0,139.84,17.3,12.21,9107.18,73.03,1.0,SN447177,2025-07-14 02:16:11
15627.99,34.25,1.02,0.0,0.99,0.0,0.97,0.0,SN447466,2025-06-29 02:16:11
60583.5,54.52,78.42,10.01,2.86,73115.12,65.2,0.96,SN754152,2025-07-15 02:16:11
4000.03,38.07,2.05,1.0,1.02,5.79,0.0,0.0,SN631527,2025-06-18 02:16:11
39444.37,44.56,67.46,46.55,6.79,74839.87,71.8,1.01,SN519130,2025-06-24 02:16:11
4843.23,33.16,2.03,1.99,0.0,6.24,0.0,0.0,SN116160,2025-07-08 02:16:11
38713.48,65.56,80.65,11.2,9.93,83845.81,81.44,1.03,SN866993,2025-06-02 02:16:11
39676.27,42.66,172.98,12.06,4.13,55241.39,77.78,0.99,SN101515,2025-06-07 02:16:11
9068.18,33.95,1.97,2.03,0.0,8.95,0.0,0.0,SN415824,2025-06-13 02:16:11
44710.53,47.91,104.23,25.16,4.18,93343.96,65.83,1.04,SN470431,2025-07-04 02:16:11
6240.21,30.6,0.0,1.03,0.0,3.11,0.97,0.0,SN910953,2025-06-29 02:16:11
1807.84,27.89,0.0,0.98,0.99,1.02,0.0,0.0,SN143883,2025-06-28 02:16:11
46547.07,57.29,142.78,23.09,13.61,17239.84,53.78,1.04,SN285162,2025-06-07 02:16:11
20831.92,57.95,152.93,28.71,15.2,36901.45,55.99,1.0,SN449851,2025-07-17 02:16:11
55147.81,56.26,111.03,34.92,3.96,38784.73,13.42,1.02,SN266641,2025-07-17 02:16:11
7854.11,37.91,0.0,0.0,1.04,8.27,0.0,0.0,SN973110,2025-06-23 02:16:11
6633.81,24.78,2.93,0.0,0.0,0.0,1.01,0.0,SN177592,2025-07-28 02:16:11
37685.98,63.55,96.07,32.32,18.46,31473.85,68.62,1.02,SN650901,2025-07-07 02:16:11
3541.28,36.12,3.81,0.0,0.0,3.1,0.0,0.0,SN107138,2025-06-07 02:16:11
9359.35,32.97,1.01,2.02,0.97,2.09,1.04,0.0,SN491380,2025-06-19 02:16:11
47427.81,65.34,88.76,10.65,8.67,42306.88,60.94,1.03,SN275264,2025-06-09 02:16:11
11375.4,40.69,0.96,1.04,0.99,2.9,0.0,0.0,SN995582,2025-07-30 02:16:11
2967.1,24.45,2.98,0.0,0.96,1.02,1.0,0.0,SN475654,2025-06-20 02:16:11
42100.52,46.14,80.31,12.09,16.29,16550.08,20.7,1.05,SN462360,2025-06-17 02:16:11
32636.24,63.49,182.48,7.13,14.14,83544.81,43.58,1.03,SN959362,2025-07-16 02:16:11
15691.26,38.98,3.91,0.0,1.02,6.89,0.0,0.0,SN290671,2025-07-22 02:16:11
41504.07,41.18,63.27,41.95,12.15,26928.18,65.52,1.01,SN870024,2025-06-09 02:16:11
31315.05,52.38,162.06,36.01,17.56,67135.29,66.02,1.0,SN378762,2025-07-19 02:16:11
28887.65,58.78,62.0,20.0,8.25,84432.42,29.71,1.03,SN839937,2025-07-27 02:16:11
18516.29,33.73,4.2,0.99,0.0,7.01,0.98,0.0,SN812895,2025-07-01 02:16:11
3935.8,36.13,2.04,1.03,1.04,5.19,0.0,0.0,SN177917,2025-07-27 02:16:11
17073.76,36.2,2.87,2.09,0.0,0.0,0.0,0.0,SN243319,2025-07-22 02:16:11
12903.28,37.26,3.84,0.96,0.0,3.98,1.0,0.0,SN160786,2025-07-22 02:16:11
2773.84,35.96,0.0,0.98,0.99,4.94,1.0,0.0,SN181295,2025-06-05 02:16:11
15111.16,37.14,0.0,2.01,1.05,0.0,0.97,0.0,SN643667,2025-06-10 02:16:11
46332.33,68.74,179.32,5.23,14.43,83523.06,95.45,0.96,SN303839,2025-06-23 02:16:11
25693.24,68.25,19.43,30.85,7.16,61046.95,33.61,1.02,SN129482,2025-07-24 02:16:11
59479.81,55.31,140.27,17.81,5.04,990.66,26.99,0.99,SN572200,2025-06-21 02:16:11
28895.13,39.5,132.66,35.0,4.19,47552.57,68.62,0.97,SN180428,2025-07-24 02:16:11
46140.69,52.26,31.32,33.45,16.59,86708.49,51.88,1.01,SN920101,2025-06-22 02:16:11
12330.83,31.53,1.92,0.0,0.0,8.33,0.0,0.0,SN759004,2025-07-31 02:16:11
37241.32,38.97,146.63,37.5,15.28,42993.67,71.69,0.98,SN595333,2025-06-09 02:16:11
33625.88,60.51,174.1,23.38,13.6,20699.19,49.58,0.96,SN704688,2025-06-02 02:16:11
6116.03,26.9,3.95,1.0,0.0,8.69,0.96,0.0,SN661340,2025-07-24 02:16:11
10764.36,28.77,0.0,1.96,1.0,4.2,0.97,0.0,SN239144,2025-06-11 02:16:11
27140.83,41.8,145.06,14.23,17.99,93697.01,94.38,1.01,SN988570,2025-07-29 02:16:11
17460.92,31.56,1.91,1.02,1.04,5.98,0.0,0.0,SN126681,2025-07-12 02:16:11
18092.99,37.17,3.1,1.94,0.0,0.0,0.0,0.0,SN684838,2025-06-23 02:16:11
3463.0,27.1,4.02,0.99,0.0,5.75,0.0,0.0,SN688203,2025-06-22 02:16:11
39218.98,63.33,203.87,6.9,4.04,478.19,57.58,1.05,SN490047,2025-07-10 02:16:11
58405.86,68.35,25.73,24.07,18.32,19361.42,82.87,0.97,SN107214,2025-07-14 02:16:11
40856.66,47.82,171.5,13.27,10.05,15957.01,68.02,1.02,SN243099,2025-06-03 02:16:11
20950.59,51.48,162.28,45.34,4.78,18844.93,75.16,1.02,SN886648,2025-06-19 02:16:11
57595.09,56.75,66.18,21.92,9.15,92434.67,56.3,0.99,SN775251,2025-07-28 02:16:11
10107.78,37.23,2.88,0.96,0.0,8.95,0.98,0.0,SN154993,2025-06-08 02:16:11
31064.29,58.34,141.16,37.46,3.82,15097.56,8.28,1.03,SN191989,2025-06-02 02:16:11
5237.7,26.72,0.0,1.96,0.0,8.93,0.96,0.0,SN131467,2025-07-05 02:16:11
36972.08,41.93,70.1,41.8,2.96,34226.02,64.82,1.05,SN791556,2025-06-09 02:16:11
19043.67,37.51,3.11,1.01,0.99,4.06,1.0,0.0,SN118446,2025-06-08 02:16:11
7105.77,23.75,1.91,1.96,0.0,3.99,0.0,0.0,SN584672,2025-06-30 02:16:11
5741.35,36.48,3.15,2.02,0.95,7.04,0.96,0.0,SN728966,2025-06-30 02:16:11
14448.72,37.32,2.06,0.0,0.0,6.77,1.0,0.0,SN915078,2025-07-28 02:16:11
9852.26,32.68,0.0,0.0,0.99,1.04,1.05,0.0,SN335472,2025-07-21 02:16:11
12356.46,34.36,0.0,0.0,0.0,2.1,0.98,0.0,SN813279,2025-07-08 02:16:11
57822.51,53.32,79.93,10.32,3.11,78085.32,62.08,0.99,SN923007,2025-07-15 02:16:11
1501.32,24.72,0.0,1.0,0.97,9.37,0.0,0.0,SN967860,2025-06-29 02:16:11
44397.43,69.12,151.16,46.43,7.87,64255.9,63.3,1.01,SN390712,2025-07-30 02:16:11
10127.58,26.37,1.02,0.0,1.02,1.02,1.03,0.0,SN338849,2025-06-13 02:16:11
14099.69,37.14,0.0,1.04,0.97,0.0,0.95,0.0,SN742033,2025-07-31 02:16:11
23659.35,49.75,182.02,6.03,18.15,56996.6,75.5,1.02,SN940021,2025-06-09 02:16:11
6735.24,25.7,0.0,0.0,0.0,5.15,0.0,0.0,SN137260,2025-06-13 02:16:11
6533.18,28.57,3.95,1.95,0.96,5.88,0.0,0.0,SN136518,2025-07-09 02:16:11
15243.51,32.65,3.91,1.0,0.0,0.0,0.0,0.0,SN251795,2025-07-03 02:16:11
38200.23,49.06,31.26,39.88,6.18,7217.66,23.69,0.99,SN727430,2025-06-15 02:16:11
33602.08,58.62,158.44,51.38,13.31,29451.25,7.91,0.99,SN429626,2025-06-06 02:16:11
16852.33,26.28,3.94,1.0,0.99,1.93,1.05,0.0,SN325440,2025-06-09 02:16:11
30270.67,62.73,94.32,20.68,7.19,29894.89,33.43,1.01,SN650058,2025-06-18 02:16:11
60352.13,56.24,137.78,17.75,4.92,991.47,24.99,0.99,SN811196,2025-06-15 02:16:11
57898.08,42.93,89.23,16.5,16.65,28009.03,32.56,1.01,SN221955,2025-06-18 02:16:11
54379.5,44.51,65.47,40.76,6.22,71834.16,78.77,0.97,SN548476,2025-07-09 02:16:11
6631.31,26.63,3.04,0.0,0.0,0.0,0.99,0.0,SN876597,2025-06-08 02:16:11
54406.09,69.79,120.89,39.11,6.21,7711.85,84.92,0.97,SN934559,2025-06-13 02:16:11
33299.27,42.15,107.31,35.43,9.11,54834.6,74.73,1.05,SN657508,2025-07-29 02:16:11
57699.54,48.1,72.71,33.3,8.69,13891.31,47.03,1.03,SN750500,2025-07-27 02:16:11
45427.01,54.28,69.07,19.98,7.14,627.08,30.28,0.95,SN322124,2025-06-13 02:16:11
12719.37,28.13,1.01,2.09,0.0,9.3,0.0,0.0,SN917573,2025-07-12 02:16:11
7316.71,31.53,4.13,0.0,0.0,3.14,0.98,0.0,SN194185,2025-07-30 02:16:11
